Name,wals_code,iso_code,glottocode,latitude,longitude,genus,family,1A,2A Vowel Quality Inventories,3A Consonant-Vowel Ratio,4A Voicing in Plosives and Fricatives,5A Voicing and Gaps in Plosive Systems,6A Uvular Consonants,7A Glottalized Consonants,8A Lateral Consonants,9A The Velar Nasal,10A Vowel Nasalization,11A Front Rounded Vowels,12A Syllable Structure,13A Tone,14A Fixed Stress Locations,15A Weight-Sensitive Stress,16A Weight Factors in Weight-Sensitive Stress Systems,17A Rhythm Types,18A Absence of Common Consonants,19A Presence of Uncommon Consonants,20A Fusion of Selected Inflectional Formatives,21A Exponence of Selected Inflectional Formatives,22A Inflectional Synthesis of the Verb,23A Locus of Marking in the Clause,24A Locus of Marking in Possessive Noun Phrases,25A Locus of Marking: Whole-language Typology,26A Prefixing vs. Suffixing in Inflectional Morphology,27A Reduplication,28A Case Syncretism,29A Syncretism in Verbal Person/Number Marking,30A Number of Genders,31A Sex-based and Non-sex-based Gender Systems,32A Systems of Gender Assignment,33A Coding of Nominal Plurality,34A Occurrence of Nominal Plurality,35A Plurality in Independent Personal Pronouns,36A The Associative Plural,37A Definite Articles,38A Indefinite Articles,39A Inclusive/Exclusive Distinction in Independent Pronouns,40A Inclusive/Exclusive Distinction in Verbal Inflection,41A Distance Contrasts in Demonstratives,42A Pronominal and Adnominal Demonstratives,43A Third Person Pronouns and Demonstratives,44A Gender Distinctions in Independent Personal Pronouns,45A Politeness Distinctions in Pronouns,46A Indefinite Pronouns,47A Intensifiers and Reflexive Pronouns,48A Person Marking on Adpositions,49A Number of Cases,50A Asymmetrical Case-Marking,51A Position of Case Affixes,52A Comitatives and Instrumentals,53A Ordinal Numerals,54A Distributive Numerals,55A Numeral Classifiers,56A Conjunctions and Universal Quantifiers,57A Position of Pronominal Possessive Affixes,58A Obligatory Possessive Inflection,59A Possessive Classification,"60A Genitives, Adjectives and Relative Clauses",61A Adjectives without Nouns,62A Action Nominal Constructions,63A Noun Phrase Conjunction,64A Nominal and Verbal Conjunction,65A Perfective/Imperfective Aspect,66A The Past Tense,67A The Future Tense,68A The Perfect,69A Position of Tense-Aspect Affixes,70A The Morphological Imperative,71A The Prohibitive,72A Imperative-Hortative Systems,73A The Optative,74A Situational Possibility,75A Epistemic Possibility,76A Overlap between Situational and Epistemic Modal Marking,77A Semantic Distinctions of Evidentiality,78A Coding of Evidentiality,79A Suppletion According to Tense and Aspect,80A Verbal Number and Suppletion,"81A Order of Subject, Object and Verb",82A Order of Subject and Verb,83A Order of Object and Verb,"84A Order of Object, Oblique, and Verb",85A Order of Adposition and Noun Phrase,86A Order of Genitive and Noun,87A Order of Adjective and Noun,88A Order of Demonstrative and Noun,89A Order of Numeral and Noun,90A Order of Relative Clause and Noun,91A Order of Degree Word and Adjective,92A Position of Polar Question Particles,93A Position of Interrogative Phrases in Content Questions,94A Order of Adverbial Subordinator and Clause,95A Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,96A Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,97A Relationship between the Order of Object and Verb and the Order of Adjective and Noun,98A Alignment of Case Marking of Full Noun Phrases,99A Alignment of Case Marking of Pronouns,100A Alignment of Verbal Person Marking,101A Expression of Pronominal Subjects,102A Verbal Person Marking,103A Third Person Zero of Verbal Person Marking,104A Order of Person Markers on the Verb,105A Ditransitive Constructions: The Verb 'Give',106A Reciprocal Constructions,107A Passive Constructions,108A Antipassive Constructions,109A Applicative Constructions,110A Periphrastic Causative Constructions,111A Nonperiphrastic Causative Constructions,112A Negative Morphemes,113A Symmetric and Asymmetric Standard Negation,114A Subtypes of Asymmetric Standard Negation,115A Negative Indefinite Pronouns and Predicate Negation,116A Polar Questions,117A Predicative Possession,118A Predicative Adjectives,119A Nominal and Locational Predication,120A Zero Copula for Predicate Nominals,121A Comparative Constructions,122A Relativization on Subjects,123A Relativization on Obliques,124A 'Want' Complement Subjects,125A Purpose Clauses,126A 'When' Clauses,127A Reason Clauses,128A Utterance Complement Clauses,129A Hand and Arm,130A Finger and Hand,131A Numeral Bases,132A Number of Non-Derived Basic Colour Categories,133A Number of Basic Colour Categories,134A Green and Blue,135A Red and Yellow,136A M-T Pronouns,137A N-M Pronouns,138A Tea,139A Irregular Negatives in Sign Languages,140A Question Particles in Sign Languages,141A Writing Systems,142A Para-Linguistic Usages of Clicks,143F Postverbal Negative Morphemes,90B Prenominal relative clauses,144Y The Position of Negative Morphemes in Object-Initial Languages,90C Postnominal relative clauses,144P NegSOV Order,144J SVNegO Order,144N Obligatory Double Negation in SOV languages,144S SOVNeg Order,144X Verb-Initial with Clause-Final Negative,"144A Position of Negative Word With Respect to Subject, Object, and Verb",90G Double-headed relative clauses,90E Correlative relative clauses,144V Verb-Initial with Preverbal Negative,144I SNegVO Order,144R SONegV Order,143B Obligatory Double Negation,144M Multiple Negative Constructions in SOV Languages,144U Double negation in verb-initial languages,144G Optional Double Negation in SVO languages,144K SVONeg Order,144B Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,144F Obligatory Double Negation in SVO languages,90D Internally-headed relative clauses,144E Multiple Negative Constructions in SVO Languages,144D The Position of Negative Morphemes in SVO Languages,"81B Languages with two Dominant Orders of Subject, Object, and Verb",143E Preverbal Negative Morphemes,143C Optional Double Negation,90F Adjoined relative clauses,143A Order of Negative Morpheme and Verb,144W Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object,144O Optional Double Negation in SOV languages,144Q SNegOV Order,144L The Position of Negative Morphemes in SOV Languages,144H NegSVO Order,144C Languages with different word order in negative clauses,144T The Position of Negative Morphemes in Verb-Initial Languages,143G Minor morphological means of signaling negation,143D Optional Triple Negation,39B Inclusive/Exclusive Forms in Pama-Nyungan,137B M in Second Person Singular,136B M in First Person Singular,109B Other Roles of Applied Objects,10B Nasal Vowels in West Africa,25B Zero Marking of A and P Arguments,21B Exponence of Tense-Aspect-Mood Inflection,108B Productivity of the Antipassive Construction,130B Cultural Categories of Languages with Identity of 'Finger' and 'Hand',58B Number of Possessive Nouns,79B Suppletion in Imperatives and Hortatives
Daga,dag,dgz,daga1275,-10,149.3333333,Dagan,Dagan,1 Small,2 Average (5-6),2 Moderately low,2 In plosives alone,2 None missing in /p t k b d g/,1 None,1 No glottalized consonants,1 No laterals,3 No velar nasal,2 Contrast absent,1 None,2 Moderately complex,,,,,,1 All present,1 None,1 Exclusively concatenative,5 No case,5 8-9 categories per word,1 Head marking,1 Head marking,1 Head-marking,2 Strongly suffixing,1 Productive full and partial reduplication,1 No case marking,2 Syncretic,1 None,1 No gender,1 No gender,,,4 Person-number stem,,5 No definite or indefinite article,5 No definite or indefinite article,3 No inclusive/exclusive,2 'We' the same as 'I',,,,6 No gender distinctions,1 No politeness distinction,,,2 No person marking,9 Exclusively borderline case-marking,3 Additive-quantitatively asymmetrical,1 Case suffixes,,,,,,2 Possessive suffixes,2 Absent,2 Two classes,,,,1 'And' different from 'with',,2 No grammatical marking,"1 Present, no remoteness distinctions",1 Inflectional future exists,4 No perfect,2 Tense-aspect suffixes,1 Second singular and second plural,,1 Maximal system,,1 Affixes on verbs,2 Affixes on verbs,3 No overlap,1 No grammatical evidentials,1 No grammatical evidentials,4 None,1 None,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,2 Adjective-Degree word,,2 Not initial interrogative phrase,,1 OV and Postpositions,2 OV and NRel,2 OV and NAdj,1 Neutral,1 Neutral,2 Accusative,2 Subject affixes on verb,5 Both the A and P arguments,2 No zero realization,3 P precedes A,,,2 Absent,3 No antipassive,8 No applicative construction,,,2 Negative particle,1 Symmetric,7 Non-assignable,,,4 Conjunctional,2 Nonverbal encoding,2 Identical,1 Impossible,,4 Gap,,,,,,,,,3 Pure vigesimal,,,,,1 No M-T pronouns,1 No N-M pronouns,,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,4 No NegSOV,,,11 NoSOVNeg,,7 SONegV,,,,,1 Word&NoDoubleNeg,,,,,,3 Immed preverbal,,,,,,1 NegV,,,1 NegV,,,4 No SNegOV,3 SONegV,,,,4 None,,,1 No m in second person singular,1 No m in first person singular,5 No applicative construction,,2 Non-zero marking,2 TAM+agreement,4 no antipassive,,1 None reported,5 None (= no suppletive imperatives reported in the reference material)
Dani (Lower Grand Valley),dni,dni,lowe1415,-4.333333333,138.8333333,Dani,Trans-New Guinea,1 Small,3 Large (7-14),1 Low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",2 No initial velar nasal,,1 None,2 Moderately complex,1 No tones,7 Ultimate,8 Fixed stress (no weight-sensitivity),1 No weight,1 Trochaic,1 All present,1 None,1 Exclusively concatenative,5 No case,4 6-7 categories per word,1 Head marking,3 Double marking,5 Inconsistent or other,2 Strongly suffixing,,1 No case marking,2 Syncretic,1 None,1 No gender,1 No gender,,,5 Person-number stem + pronominal plural affix,1 Associative same as additive plural,5 No definite or indefinite article,5 No definite or indefinite article,3 No inclusive/exclusive,3 No inclusive/exclusive,,,3 Related to remote demonstratives,6 No gender distinctions,1 No politeness distinction,,,3 Pronouns only,6 6-7 cases,2 Symmetrical,1 Case suffixes,2 Differentiation,,,,,1 Possessive prefixes,1 Exists,2 Two classes,,,,,,1 Grammatical marking,"2 Present, 2-3 remoteness distinctions",1 Inflectional future exists,4 No perfect,2 Tense-aspect suffixes,1 Second singular and second plural,4 Special imperative + special negative,1 Maximal system,2 Inflectional optative absent,1 Affixes on verbs,2 Affixes on verbs,2 Overlap for either possibility or necessity,2 Indirect only,4 Separate particle,4 None,1 None,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,,2 Noun-Demonstrative,,1 Noun-Relative clause,,6 No question particle,,5 Mixed,1 OV and Postpositions,2 OV and NRel,,4 Ergative - absolutive,4 Ergative - absolutive,2 Accusative,2 Subject affixes on verb,5 Both the A and P arguments,2 No zero realization,3 P precedes A,,1 No reciprocals,2 Absent,3 No antipassive,3 Benefactive and other; both bases,,,2 Negative particle,3 Both,1 A/Fin,,2 Interrogative verb morphology,,,,,,4 Gap,,,3 Deranked,3 Deranked,2 Balanced/deranked,,,,,,,,,1 No M-T pronouns,1 No N-M pronouns,,,,,,1 VNeg,,,1 Noun-Relative clause (NRel) dominant,4 No NegSOV,,,1 Word&NoDoubleNeg,,8 SOVNeg,,,,,8 No SONegV,,,,,,4 Immed postverbal,,,,,,4 None,,,2 VNeg,,,4 No SNegOV,4 SOVNeg,,,,4 None,,,1 No m in second person singular,1 No m in first person singular,2 Locative,,2 Non-zero marking,1 monoexponential TAM,4 no antipassive,,1 None reported,5 None (= no suppletive imperatives reported in the reference material)
Dla (Proper),der,kbv,dera1245,-3.583333333,141,Senagi,Senagi,1 Small,2 Average (5-6),2 Moderately low,2 In plosives alone,2 None missing in /p t k b d g/,1 None,1 No glottalized consonants,1 No laterals,,,1 None,2 Moderately complex,1 No tones,,,,,3 No fricatives,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,1 SOV,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,3 No dominant order,6 Mixed,1 Numeral-Noun,,,,,,1 OV and Postpositions,,5 Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dumo,dum,vam,vani1248,-2.683333333,141.3,Western Skou,Skou,1 Small,3 Large (7-14),1 Low,2 In plosives alone,1 Other,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,,1 None,,3 Complex tone system,,,,,1 All present,1 None,,,,4 No marking,1 Head marking,5 Inconsistent or other,,,,,,,,,,,,,,,,,,,1 In 3rd person + 1st and/or 2nd person,,,,2 No person marking,,,9 No case affixes or adpositional clitics,,,,1 Absent,,,2 Absent,2 Two classes,,,,,,,,,,,,,,,,,,,,,,1 SOV,1 SV,1 OV,5 OVX,,1 Genitive-Noun,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,,,2 Final,2 Not initial interrogative phrase,,,,2 OV and NAdj,,,2 Accusative,1 Obligatory pronouns in subject position,2 Only the A argument,2 No zero realization,1 A and P do not or do not both occur on the verb,,,2 Absent,,,,,2 Negative particle,1 Symmetric,7 Non-assignable,,1 Question particle,,,,,,,,,,,,,,,,,,,,1 No M-T pronouns,"2 N-M pronouns, paradigmatic",,,,,,1 VNeg,,,,4 No NegSOV,,,1 Word&NoDoubleNeg,,8 SOVNeg,,,,,8 No SONegV,,,,,,4 Immed postverbal,,,,,,4 None,,,2 VNeg,,,4 No SNegOV,4 SOVNeg,,,,4 None,,,2 m in second person singular,1 No m in first person singular,,,2 Non-zero marking,,,,1 None reported,
Dyirbal,dyi,dbl,dyir1250,-17.83333333,145.5833333,Pama-Nyungan,Australian,1 Small,1 Small (2-4),3 Average,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,,1 None,2 Moderately complex,1 No tones,2 Initial,8 Fixed stress (no weight-sensitivity),1 No weight,1 Trochaic,3 No fricatives,1 None,,,,2 Dependent marking,2 Dependent marking,2 Dependent-marking,2 Strongly suffixing,1 Productive full and partial reduplication,,,4 Four,2 Sex-based,2 Semantic,,"5 All nouns, optional in inanimates",,2 Unique affixal associative plural,,,,,2 Two-way contrast,1 Identical,,,1 No politeness distinction,1 Interrogative-based,,,6 6-7 cases,5 Qualitatively asymmetrical,1 Case suffixes,,,,1 Absent,,,2 Absent,2 Two classes,,2 Without marking,,1 'And' different from 'with',,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,4 Special imperative + special negative,,,,,,1 No grammatical evidentials,1 No grammatical evidentials,,,7 No dominant order,1 SV,1 OV,6 No dominant order,5 No adpositions,1 Genitive-Noun,2 Noun-Adjective,1 Demonstrative-Noun,2 Noun-Numeral,1 Noun-Relative clause,,3 Second position,2 Not initial interrogative phrase,,,2 OV and NRel,2 OV and NAdj,,,,,,,,4 Mixed,,,2 Oblique patient,5 Non-benefactive object; both bases,,,2 Negative particle,,,,1 Question particle,4 Conjunctional,2 Nonverbal encoding,1 Different,2 Possible,,,,,,,,,,,,,,,,1 No M-T pronouns,1 No N-M pronouns,,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,,,,,,21 Other,,,,,,,,,,,3 Immed preverbal,,,,,,1 NegV,,,1 NegV,,,,22 SV&OV&ImmedPreverbal,,,,4 None,,1 No inclusive/exclusive opposition,1 No m in second person singular,1 No m in first person singular,1 Instrument,,2 Non-zero marking,,1 productive,,1 None reported,
Efik,efi,efi,efik1245,4.916666667,8.5,Cross River,Niger-Congo,1 Small,3 Large (7-14),1 Low,2 In plosives alone,5 Both missing,1 None,1 No glottalized consonants,1 No laterals,,,1 None,2 Moderately complex,2 Simple tone system,,,,,1 All present,3 Labial-velars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Differentiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Noun-Demonstrative,2 Noun-Numeral,1 Noun-Relative clause,,1 Initial,2 Not initial interrogative phrase,1 Initial subordinator word,,5 Other,,,,,2 Subject affixes on verb,,,,2 Double-object construction,,,,,,,1 Negative affix,,,,1 Question particle,,,,,,,,,,,,,1 Identical,2 Different,,,,,,,,,,,,,2 [V-Neg],,,1 Noun-Relative clause (NRel) dominant,,,,,,,,,,,,,,,,,,,,,,,4 None,,,4 [V-Neg],,,,,,,,4 None,,,,,,,,,,,,
Ekari,eka,ekg,ekar1243,-3.833333333,135.5,Wissel Lakes-Kemandoga,Trans-New Guinea,1 Small,2 Average (5-6),1 Low,1 No voicing contrast,4 Missing /g/,1 None,1 No glottalized consonants,"3 Laterals, but no /l/, no obstruent laterals",,2 Contrast absent,1 None,1 Simple,2 Simple tone system,1 No fixed stress,1 Left-edge: First or second,6 Lexical stress,5 No rhythmic stress,3 No fricatives,1 None,1 Exclusively concatenative,5 No case,3 4-5 categories per word,1 Head marking,4 No marking,5 Inconsistent or other,,,1 No case marking,2 Syncretic,,,,,,7 Person stem + pronominal plural affix,,,,3 No inclusive/exclusive,3 No inclusive/exclusive,,,,6 No gender distinctions,,,,2 No person marking,9 Exclusively borderline case-marking,3 Additive-quantitatively asymmetrical,,,,,,,,1 Exists,2 Two classes,,,,2 'And' identical to 'with',,,,,,2 Tense-aspect suffixes,1 Second singular and second plural,1 Normal imperative + normal negative,4 Neither type of system,,1 Affixes on verbs,2 Affixes on verbs,3 No overlap,2 Indirect only,3 Part of the tense system,,,1 SOV,1 SV,1 OV,,,,,,2 Noun-Numeral,,,,,,,,,1 Neutral,,2 Accusative,,5 Both the A and P arguments,2 No zero realization,2 A precedes P,,,2 Absent,,,,,2 Negative particle,,,,,4 Conjunctional,2 Nonverbal encoding,2 Identical,2 Possible,3 Conjoined,,,,,,,,1 Identical,2 Different,4 Other base,,,,,,,,,,,,1 VNeg,,,,,,,1 Word&NoDoubleNeg,,16 More than one position,,,,,,,20 SOV & NegV/VNeg (a),,,,,,,,,,1 NegV,,,6 Type 1 / Type 2,,,,15 More than one construction,,,,4 None,,,,,,,2 Non-zero marking,1 monoexponential TAM,,,1 None reported,
Fasu,fas,faa,fasu1242,-6.583333333,143.3333333,Fasu,Trans-New Guinea,1 Small,2 Average (5-6),2 Moderately low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,1 No laterals,,,1 None,1 Simple,2 Simple tone system,,,,,1 All present,1 None,,,,,,,2 Strongly suffixing,,,,,,,,,,,,,,,,,,,,,,,,,6 Postpositional clitics,,,,,,,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,3 Direct and indirect,2 Verbal affix or clitic,,,,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,,,6 No question particle,,,1 OV and Postpositions,,2 OV and NAdj,,,,,,,,,,,,,,,,,,,2 Interrogative verb morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuzhou,fuz,cdo,mind1253,26,119.5,Chinese,Sino-Tibetan,1 Small,3 Large (7-14),2 Moderately low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,,2 High and mid,2 Moderately complex,3 Complex tone system,,,,,1 All present,1 None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gadsup,gds,gaj,gads1258,-6.25,146,Eastern Highlands,Trans-New Guinea,1 Small,1 Small (2-4),3 Average,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,1 No laterals,,,1 None,2 Moderately complex,3 Complex tone system,,,,,3 No fricatives,1 None,,,,,,,3 Weakly suffixing,,,,,,,2 Plural suffix,,,,,,,,,,,,,,,,,,1 Case suffixes,2 Differentiation,,,,,1 Possessive prefixes,,,,,,,,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,1 SOV,1 SV,1 OV,,,1 Genitive-Noun,1 Adjective-Noun,,1 Numeral-Noun,,,6 No question particle,,,,,1 OV and AdjN,,,,2 Subject affixes on verb,,,,,,,,,,,2 Negative particle,,,,2 Interrogative verb morphology,,,,,,,,,,,,,,,,,,,,,,,,,,,4 None,,,,4 No NegSOV,,,11 NoSOVNeg,,7 SONegV,,,,,1 Word&NoDoubleNeg,,,,,,3 Immed preverbal,,,,,,1 NegV,,,1 NegV,,,4 No SNegOV,3 SONegV,,,,4 None,,,,,,,,,,,,
Goajiro,goa,guc,wayu1243,12,-72,Northern Arawakan,Arawakan,1 Small,2 Average (5-6),3 Average,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,"3 Laterals, but no /l/, no obstruent laterals",,,1 None,,,,,,,1 All present,1 None,,,,,,,3 Weakly suffixing,,,,,,,2 Plural suffix,,,,2 Demonstrative word used as definite article,,,,,,,,,1 Interrogative-based,,,,,1 Case suffixes,2 Differentiation,"3 First, two, three",,,,1 Possessive prefixes,,,,,,2 'And' identical to 'with',,,,,,2 Tense-aspect suffixes,,,,,,,,,,,,3 VSO,2 VS,2 VO,1 VOX,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,2 Noun-Demonstrative,1 Numeral-Noun,,2 Adjective-Degree word,1 Initial,1 Initial interrogative phrase,,4 VO and Prepositions,,4 VO and NAdj,,,,,,,,,2 Distinct from reflexive,,,,,,,,,,1 Question particle,4 Conjunctional,1 Verbal encoding,1 Different,2 Possible,4 Particle,,,,,,,,2 Different,2 Different,1 Decimal,,,,,,,,,,,,4 None,,,,,,,,4 No clause-final neg,9 NegVSO,,,"1 Separate word, no double negation	Word&NoDoubleNeg",,,,,,,,3 Immed preverbal,,,,,,1 NegV,,,1 NegV,6 None,,,,,,1 NegVSO,4 None,,,,,,,,,,,,
Hamtai,ham,hmt,hamt1247,-7.5,146.25,Angan,Trans-New Guinea,1 Small,3 Large (7-14),1 Low,1 No voicing contrast,1 Other,2 Uvular stops only,1 No glottalized consonants,1 No laterals,1 Initial velar nasal,,1 None,3 Complex,2 Simple tone system,,,,,1 All present,1 None,,,,,,,4 Equal prefixing and suffixing,1 Productive full and partial reduplication,1 No case marking,2 Syncretic,,,,,,4 Person-number stem,,,,3 No inclusive/exclusive,3 No inclusive/exclusive,,,,"2 3rd person only, but also non-singular",,,,1 No adpositions,8 10 or more cases,6 Syncretism in relevant NP-types,,,,,,,1 Possessive prefixes,,,,,,,2 Differentiation,,,,,4 Mixed type,1 Second singular and second plural,1 Normal imperative + normal negative,1 Maximal system,2 Inflectional optative absent,1 Affixes on verbs,2 Affixes on verbs,3 No overlap,2 Indirect only,4 Separate particle,,,1 SOV,1 SV,1 OV,,1 Postpositions,,2 Noun-Adjective,2 Noun-Demonstrative,2 Noun-Numeral,,1 Degree word-Adjective,2 Final,2 Not initial interrogative phrase,,1 OV and Postpositions,,2 OV and NAdj,1 Neutral,1 Neutral,2 Accusative,2 Subject affixes on verb,5 Both the A and P arguments,2 No zero realization,2 A precedes P,,,2 Absent,,,,,1 Negative affix,2 Asymmetric,1 A/Fin,,1 Question particle,,,,,,,,,3 Deranked,3 Deranked,3 Deranked,,,,,,,,,,,,,,,,4 None,,,,4 No NegSOV,,,11 NoSOVNeg,,20 MorphNeg,,,,,2 Prefix&NoDoubleNeg,,,,,,,,,,,,2 [Neg-V],,,3 [Neg-V],,,4 No SNegOV,5 SO[Neg-V],,,,4 None,,,,,,,,,,,,
Hawaiian,haw,haw,hawa1245,19.58333333,-155.5,Oceanic,Austronesian,1 Small,2 Average (5-6),1 Low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",,,1 None,1 Simple,1 No tones,6 Penultimate,8 Fixed stress (no weight-sensitivity),2 Long vowel,1 Trochaic,3 No fricatives,1 None,,,,,,,1 Little affixation,1 Productive full and partial reduplication,,,1 None,1 No gender,1 No gender,7 Plural word,,5 Person-number stem + pronominal plural affix,3 Unique periphrastic associative plural,1 Definite word distinct from demonstrative,1 Indefinite word distinct from 'one',,,3 Three-way contrast,1 Identical,3 Related to remote demonstratives,,1 No politeness distinction,,,,,,9 No case affixes or adpositional clitics,3 Mixed,"5 First/one-th, two-th, three-th",3 Marked by prefix,1 Absent,,4 No possessive affixes,,,,,,,1 Identity,1 Grammatical marking,4 No past tense,2 No inflectional future,4 No perfect,,5 No second-person imperatives,2 Normal imperative + special negative,1 Maximal system,,2 Verbal constructions,3 Other,2 Overlap for either possibility or necessity,,,,,3 VSO,2 VS,2 VO,,2 Prepositions,2 Noun-Genitive,2 Noun-Adjective,1 Demonstrative-Noun,1 Numeral-Noun,1 Noun-Relative clause,2 Adjective-Degree word,,2 Not initial interrogative phrase,1 Initial subordinator word,4 VO and Prepositions,4 VO and NRel,4 VO and NAdj,,,,5 Optional pronouns in subject position,,,,,,,,,,2 Morphological but no compound,2 Negative particle,,,,,,,,,,,,,,,,,1 Identical,1 Identical,,,,,,,,3 Others,,,,,4 None,,,1 Noun-Relative clause (NRel) dominant,,,,,4 No clause-final neg,9 NegVSO,,,"1 Separate word, no double negation	Word&NoDoubleNeg",,,,,,,,3 Immed preverbal,,,,,,1 NegV,,,1 NegV,6 None,,,,,,1 NegVSO,4 None,,,,,,,,,,3 Full-fledged farmers,,
Imonda,imo,imn,imon1245,-3.333333333,141.1666667,Border,Border,1 Small,3 Large (7-14),1 Low,1 No voicing contrast,1 Other,1 None,1 No glottalized consonants,"2 /l/, no obstruent laterals",3 No velar nasal,2 Contrast absent,1 None,3 Complex,1 No tones,,,,,1 All present,1 None,1 Exclusively concatenative,1 Monoexponential case,6 10-11 categories per word,3 Double marking,3 Double marking,3 Double-marking,,,4 No syncretism,1 No subject person/number marking,1 None,1 No gender,1 No gender,9 No plural,1 No nominal plural,2 Number-indifferent pronouns,,5 No definite or indefinite article,5 No definite or indefinite article,4 Only inclusive,1 No person marking,2 Two-way contrast,1 Identical,1 Unrelated,6 No gender distinctions,1 No politeness distinction,,1 Identical,2 No person marking,5 5 cases,2 Symmetrical,6 Postpositional clitics,2 Differentiation,1 None,1 No distributive numerals,1 Absent,"2 Formally similar, without interrogative",4 No possessive affixes,2 Absent,2 Two classes,6 Highly differentiated,4 Marked by suffix,8 No action nominals,,2 Differentiation,1 Grammatical marking,"1 Present, no remoteness distinctions",1 Inflectional future exists,3 Other perfect,2 Tense-aspect suffixes,4 Second person number-neutral,4 Special imperative + special negative,4 Neither type of system,2 Inflectional optative absent,1 Affixes on verbs,2 Affixes on verbs,3 No overlap,1 No grammatical evidentials,1 No grammatical evidentials,4 None,"2 Singular-plural pairs, no suppletion",,1 SV,1 OV,,1 Postpositions,1 Genitive-Noun,2 Noun-Adjective,6 Mixed,2 Noun-Numeral,7 Mixed,3 No dominant order,,,,1 OV and Postpositions,5 Other,2 OV and NAdj,6 Active-inactive,6 Active - inactive,1 Neutral,5 Optional pronouns in subject position,1 No person marking,1 No person marking,1 A and P do not or do not both occur on the verb,1 Indirect-object construction,4 Identical to reflexive,2 Absent,3 No antipassive,3 Benefactive and other; both bases,,,2 Negative particle,3 Both,4 A/Fin and A/NonReal,,1 Question particle,,2 Nonverbal encoding,1 Different,2 Possible,,4 Gap,4 Gap,1 Subject is left implicit,,1 Balanced,1 Balanced,,,,6 Restricted,,,,,1 No M-T pronouns,1 No N-M pronouns,,,,,,4 None,3 RelN or internally-headed,,,,,,,,21 Other,,,,,,,,,,,,,2 Internally-headed or RelN,,,,1 NegV,,,1 NegV,,,,18 SV&OV&NegV,,,,4 None,,,1 No m in second person singular,1 No m in first person singular,4 No other roles (= Only benefactive),,2 Non-zero marking,1 monoexponential TAM,4 no antipassive,,1 None reported,5 None (= no suppletive imperatives reported in the reference material)
